Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.86599999999999,230.86599999999999,screen dark,34.578186016
0,230.86599999999999,230.86599999999999,wifi running,0.491167415
0,230.86599999999999,230.86599999999999,audio,39.2933932
2.335,230.86599999999999,228.53099999999998,audio,38.89597619999999

