Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.966,230.966,screen dark,34.593163616
0,230.966,230.966,wifi running,0.49138016500000004
0,230.966,230.966,audio,39.3104132
0,0.396,0.396,audio,0.06739919999999999
2.245,230.966,228.721,audio,38.928314199999996

