Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.874,230.874,screen dark,34.579384223999995
0,230.874,230.874,wifi running,0.491184435
0,230.874,230.874,audio,39.2947548
1.397,230.874,229.477,audio,39.056985399999995

