Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.953,230.953,screen dark,34.591216528
0,230.953,230.953,wifi running,0.49135250750000004
0,230.953,230.953,audio,39.3082006
0,0.767,0.767,audio,0.1305434
1.728,230.953,229.225,audio,39.014095

