Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.905,230.905,screen dark,34.193890192000005
0,230.905,230.905,wifi running,0.48570866749999997
0,230.905,230.905,audio,38.8566934
0,0.484,0.484,audio,0.08144752
0.883,230.905,230.022,audio,38.708102159999996

