Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.838,230.838,screen dark,34.1839684032
0,230.838,230.838,wifi running,0.48556773299999995
0,230.838,230.838,audio,38.84541864

