Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.895,230.895,screen dark,34.192409328000004
0,230.895,230.895,wifi running,0.4856876325
1.047,230.895,229.848,audio,38.67882144

