Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.902,230.902,screen dark,34.1934459328
0,230.902,230.902,wifi running,0.485702357
0,230.902,230.902,audio,38.85618855999999
0,0.399,0.399,audio,0.06714372
0.757,230.902,230.14499999999998,audio,38.72880059999999

