Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.906,230.906,screen dark,34.657328076800006
0,230.906,230.906,wifi running,0.49229159200000006
0,230.906,230.906,audio,39.38332736

