Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.57,230.57,screen dark,34.61501296
0,230.57,230.57,wifi running,0.49169052499999993
0,230.57,230.57,audio,39.335242

