Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.893,230.893,screen dark,34.663504304
0,230.893,230.893,wifi running,0.49237932249999994
0,230.893,230.893,audio,39.3903458

