Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.905,230.905,screen dark,35.055442928
0,230.905,230.905,wifi running,0.4979466325
0,230.905,230.905,audio,39.8357306
1.839,230.905,229.066,audio,39.518466319999995

