Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,230.93200000000002,230.93200000000002,screen dark,34.596200038400006
0,230.93200000000002,230.93200000000002,wifi running,0.49142329600000006
0,230.93200000000002,230.93200000000002,audio,39.313863680000004
0,0.609,0.609,audio,0.10367616
0.867,230.93200000000002,230.06500000000003,audio,39.1662656

