Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,229.969,229.969,screen dark,34.9052467456
0,229.969,229.969,wifi running,0.4958131640000001
0,229.969,229.969,audio,39.66505312
0.868,229.969,229.101,audio,39.515340480000006

