Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,229.914,229.914,screen dark,34.8968987136
0,229.914,229.914,wifi running,0.49569458400000005
0,229.914,229.914,audio,39.65556672
0.741,229.914,229.17299999999997,audio,39.52775904

